"Raw Data File","cells","tracer molecule","labelled positions","abundance","Parameter Value[injection]","Parameter Value[Replicate]","Factor Value[Incubation time]","Metabolite name","CHEBI identifier","atomic positions to the parent molecule/metabolite name","Empirical formula derivatized molecule/fragment","retention(min)","m/z monitored","signal intensity","isotopologue","isotologue abundance relative concentration"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.006,"Glu_13C4","0.022"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.818,"Glu_13C0","99.062"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.144,"Glu_13C1","0.256"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.027,"Glu_13C2","0.594"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.007,"Glu_13C3","0.066"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.005,"Glu_13C4","0.023"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.814,"Glu_13C0","99.068"
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.144,"Glu_13C1","0.25"
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.029,"Glu_13C2","0.595"
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.007,"Glu_13C3","0.066"
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.006,"Glu_13C4","0.021"
"GluHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.822,"Glu_13C0","99.082"
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.142,"Glu_13C1","0.242"
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.026,"Glu_13C2","0.591"
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.006,"Glu_13C3","0.066"
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.005,"Glu_13C4","0.02"
"GluHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.832,"Glu_13C0","99.141"
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.135,"Glu_13C1","0.21"
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.024,"Glu_13C2","0.551"
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.004,"Glu_13C3","0.063"
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.005,"Glu_13C4","0.034"
"GluHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.83,"Glu_13C0","99.105"
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.135,"Glu_13C1","0.245"
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.025,"Glu_13C2","0.555"
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.004,"Glu_13C3","0.06"
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.006,"Glu_13C4","0.034"
"GluHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.833,"Glu_13C0","99.128"
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.135,"Glu_13C1","0.222"
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.023,"Glu_13C2","0.554"
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.004,"Glu_13C3","0.061"
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.005,"Glu_13C4","0.034"
"GluHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0,"",NA
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,0,"",NA
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,0.812,"Glu_13C0","100.02"
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,0.134,"Glu_13C1","-0.022"
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,0.027,"Glu_13C2","-0.001"
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,0.007,"Glu_13C3","0.001"
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,0.006,"Glu_13C4","0.001"
"GluNat1_01.CDF","hubec","","","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,0.001,"",NA
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,3722,"",NA
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,362166,"Glu_13C0","99.993"
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,26681,"Glu_13C1","0.009"
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,3272,"Glu_13C2","-0.002"
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,205,"Glu_13C3","0"
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,592,"Glu_13C4","0"
"GluNat1_02.CDF","hubec","","","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,480,"",NA
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,4406,"",NA
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,433705,"Glu_13C0","99.997"
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,31919,"Glu_13C1","0.002"
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,3933,"Glu_13C2","0.002"
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,246,"Glu_13C3","0"
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,706,"Glu_13C4","0"
"GluNat1_03.CDF","hubec","","","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,548,"",NA
